,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,
team Number,nickname,home Championship,event,Week,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo
3735,VorTX,Houston,HubCity,1,2.74,0.00,1.00,1.00,-0.07,0.00,-4.03,-0.07,-1.00,-1.00,-1.34,-0.28,-0.17,2.16,0.67,0.35,0.34,-0.09,0.00,26.38,0.37,-1.00,-1.00,24.74,0.22,-0.17,-0.09,-2.30,0.27,-1.00,-1.00,-0.01,0.00,0.34,-0.16,0.08,-0.22,3.76,-6.34,22.35,0.59,0.31,-1.00,-1.00,1.67,18.12,17.85,0.00,-32.32,1356
3737,Roto-Raptors,Houston,Turing,8,5.51,-0.03,-2.17,-2.17,0.34,-0.01,19.92,0.33,-1.00,-1.00,6.64,23.27,0.47,-7.50,-2.34,0.33,0.33,0.33,0.37,41.27,3.86,-1.00,-1.00,81.40,0.14,0.45,0.27,42.48,0.67,-1.00,-1.00,-0.08,0.37,-0.14,-0.16,-0.15,-0.19,-4.43,-5.62,61.19,1.36,4.19,-1.00,-1.00,-4.52,99.05,134.14,0.22,-4.51,1490
3737,Roto-Raptors,Houston,NCStateChampionship,5,4.96,0.00,-0.57,-0.57,0.28,0.00,17.07,0.28,-1.00,-1.00,5.69,21.46,-0.10,-0.51,-0.14,0.33,0.33,0.38,0.13,35.49,2.66,-1.00,-1.00,82.74,0.28,0.34,0.33,47.39,0.79,-1.00,-1.00,0.02,0.13,0.29,-0.09,0.89,0.20,23.69,4.42,52.56,1.17,2.94,-1.00,-1.00,-0.70,108.63,121.84,0.17,7.50,1523
3737,Roto-Raptors,Houston,NCRaleigh,4,4.60,0.00,-0.17,-0.17,0.21,0.00,12.33,0.21,-1.00,-1.00,4.11,16.76,-0.05,1.59,0.57,0.33,0.26,0.53,0.07,39.85,2.88,-1.00,-1.00,74.93,0.17,0.36,0.16,34.51,0.71,-1.00,-1.00,-0.01,0.07,0.17,-0.03,0.24,0.70,6.95,17.41,52.18,1.20,3.09,-1.00,-1.00,0.40,109.10,116.02,0.20,36.39,1552
3737,Roto-Raptors,Houston,NCPittCounty,1,4.97,0.00,0.05,0.05,0.26,0.00,15.37,0.26,-1.00,-1.00,5.12,20.40,-0.25,0.17,0.02,0.33,0.37,0.16,0.00,24.20,1.10,-1.00,-1.00,40.39,0.06,0.08,0.18,16.18,0.33,-1.00,-1.00,0.00,0.00,-0.09,0.02,-0.14,0.14,-3.93,3.58,39.57,0.86,1.36,-1.00,-1.00,0.07,64.36,64.36,0.56,40.93,1541
3739,Oakbotics,St. Louis,NewYorkCity,6,5.93,-0.01,-0.12,-0.12,0.05,0.00,2.84,0.05,-1.00,-1.00,0.95,8.64,-1.15,0.70,0.07,0.33,0.27,0.39,-0.03,36.70,1.97,-1.00,-1.00,76.98,0.39,0.27,0.15,40.21,0.50,-1.00,-1.00,0.00,-0.03,-0.03,0.01,0.15,0.12,3.68,3.00,39.54,0.96,2.01,-1.00,-1.00,-0.06,88.62,86.09,0.25,7.04,1337
3739,Oakbotics,St. Louis,ONWesternUniversity,5,5.02,0.00,0.25,0.25,-0.04,0.00,-2.32,-0.04,-1.00,-1.00,-0.77,2.95,0.07,1.51,0.44,0.33,0.35,-0.19,-0.01,20.61,-0.11,-1.00,-1.00,26.08,0.00,-0.08,0.18,5.02,0.00,-1.00,-1.00,0.00,-0.01,0.08,0.14,0.31,0.20,8.24,5.66,18.29,0.48,-0.14,-1.00,-1.00,0.69,34.68,33.37,-0.22,-46.20,1312
3740,Storm Robotics,St. Louis,LakeSuperior,1,3.60,0.00,0.37,0.37,0.70,0.00,42.12,0.70,-1.00,-1.00,14.04,46.09,0.07,3.24,1.17,0.33,0.19,0.05,0.01,-4.82,0.03,-1.00,-1.00,26.93,0.40,0.29,-0.08,30.58,0.50,-1.00,-1.00,0.00,0.01,0.05,0.31,0.13,0.26,3.57,8.07,37.30,0.58,0.74,-1.00,-1.00,1.54,81.08,82.10,0.29,31.10,1482
3741,CORE G IX,Houston,LoneStarCentral,3,2.27,0.00,-1.09,-1.09,0.11,0.00,6.45,0.11,-1.00,-1.00,2.15,7.63,0.16,-0.56,-0.13,0.33,0.20,0.05,-0.01,18.70,0.43,-1.00,-1.00,39.55,0.08,0.16,0.18,20.98,0.17,-1.00,-1.00,0.01,-0.01,0.03,0.20,0.38,0.51,9.74,13.65,25.15,0.58,0.54,-1.00,-1.00,-1.22,60.83,59.88,0.23,14.09,1507
3743,Eagle Bots,Houston,Newton,8,5.26,0.00,-0.60,-0.60,0.29,-0.01,17.11,0.29,-1.00,-1.00,5.70,21.77,0.10,5.99,2.07,0.23,0.23,0.22,-0.15,9.49,0.02,-1.00,-1.00,29.40,0.44,0.00,-0.08,17.84,0.40,-1.00,-1.00,-0.05,-0.15,-0.02,0.46,-0.02,0.40,-0.71,12.20,26.59,0.52,0.30,-1.00,-1.00,1.47,63.37,47.01,0.10,-30.90,1425
3743,Eagle Bots,Houston,BrazosValley,5,5.10,0.00,-0.21,-0.21,0.18,0.00,11.07,0.18,-1.00,-1.00,3.69,15.96,-0.39,0.27,0.05,0.33,0.31,-0.18,-0.04,9.90,-0.48,-1.00,-1.00,35.42,0.05,0.29,0.17,25.47,0.25,-1.00,-1.00,0.00,-0.04,0.11,0.23,-0.25,-0.08,-5.78,-0.85,20.97,0.43,-0.30,-1.00,-1.00,-0.16,50.53,46.87,0.41,9.58,1425
3745,Govies,St. Louis,Minnesota10000Lakes,6,5.67,0.01,0.41,0.41,0.19,0.00,11.58,0.19,-1.00,-1.00,3.86,17.66,-0.34,0.80,0.29,0.33,0.33,0.14,-0.03,23.43,0.87,-1.00,-1.00,65.92,0.10,0.20,0.54,42.20,0.50,-1.00,-1.00,0.02,-0.03,0.09,-0.14,0.06,-0.19,1.83,-5.39,35.01,0.78,1.06,-1.00,-1.00,0.70,78.19,75.94,0.07,18.71,1444
3748,Ragnarok Robotics,St. Louis,CHSCentralMaryland,4,4.72,-0.10,-0.01,-0.06,0.13,0.00,7.92,0.13,-1.00,-1.00,2.64,12.58,0.01,-0.07,0.06,0.35,0.39,0.33,0.00,37.68,1.99,-1.00,-1.00,53.12,0.01,0.29,0.01,15.37,0.65,-1.00,-1.00,0.00,0.00,-0.18,-0.22,0.17,0.51,3.45,11.73,45.60,1.07,2.12,-1.00,-1.00,0.00,77.42,77.42,0.21,10.87,1411
3748,Ragnarok Robotics,St. Louis,CHSNorthernMaryland,3,4.40,0.00,0.04,0.04,0.12,0.00,7.16,0.12,-1.00,-1.00,2.39,11.61,1.45,-0.07,-0.06,0.33,0.38,-0.03,0.00,22.41,0.50,-1.00,-1.00,29.52,0.07,-0.06,0.13,7.16,0.25,-1.00,-1.00,0.00,0.00,0.23,-0.11,0.12,0.45,4.11,10.75,29.58,0.68,0.62,-1.00,-1.00,-0.02,51.87,51.52,0.11,-36.63,1406
3749,Team Optix,Houston,SanDiego,2,4.08,-0.10,-0.93,-0.97,-0.05,0.00,-2.88,-0.05,-1.00,-1.00,-0.96,0.23,-1.28,0.03,-0.18,0.33,0.26,-0.15,0.00,19.60,-0.08,-1.00,-1.00,22.81,0.28,-0.21,0.00,3.40,0.13,-1.00,-1.00,0.00,0.00,-0.07,-0.30,0.03,0.26,0.42,4.99,16.71,0.44,-0.13,-1.00,-1.00,-1.15,28.03,28.03,0.08,-24.29,1349
3750,Gator Robotics,St. Louis,SevenRivers,7,4.49,-0.15,-0.52,-0.54,0.17,0.00,10.27,0.17,-1.00,-1.00,3.42,14.22,3.71,0.24,0.28,0.33,0.33,0.32,0.15,38.53,2.66,-1.00,-1.00,83.92,0.12,0.34,0.44,45.11,0.80,-1.00,-1.00,-0.04,0.15,0.08,0.37,0.11,-0.13,3.06,-1.40,48.80,1.13,2.83,-1.00,-1.00,-0.26,96.74,110.66,0.32,22.04,1528
3750,Gator Robotics,St. Louis,LakeSuperior,1,5.33,-0.13,0.41,0.37,0.20,0.00,11.92,0.20,-1.00,-1.00,3.97,17.63,2.10,-1.44,-0.46,0.33,0.45,0.07,0.13,31.48,1.75,-1.00,-1.00,48.66,0.46,-0.29,0.18,17.64,0.50,-1.00,-1.00,0.00,0.13,0.06,-0.17,0.29,-0.02,7.56,-1.39,43.40,0.99,1.94,-1.00,-1.00,-0.09,64.89,77.70,0.23,-8.55,1533
3751,Tower View Robotics,St. Louis,Minnesota10000Lakes,6,5.87,0.12,0.67,0.67,0.15,0.00,9.10,0.15,-1.00,-1.00,3.03,15.63,-0.33,3.21,1.01,0.33,0.41,0.40,0.00,39.43,2.21,-1.00,-1.00,92.79,0.39,0.21,0.45,52.36,0.63,-1.00,-1.00,-0.01,0.00,0.08,-0.03,-0.16,0.33,-3.59,8.05,48.53,1.14,2.36,-1.00,-1.00,1.67,116.47,115.77,0.43,48.07,1477
3753,BulahBots!,Houston,Bayou,4,5.46,-0.05,-0.59,-0.59,0.06,0.00,3.36,0.06,-1.00,-1.00,1.12,8.24,0.21,-2.61,-0.82,0.33,0.35,0.03,-0.04,25.06,0.56,-1.00,-1.00,32.14,-0.04,0.13,0.06,7.90,0.38,-1.00,-1.00,0.00,-0.04,-0.07,-0.06,0.19,0.04,4.29,0.76,28.42,0.68,0.61,-1.00,-1.00,-1.41,41.13,37.24,-0.19,-24.47,1389
3753,BulahBots!,Houston,LoneStarCentral,3,1.03,0.00,-2.22,-2.22,-0.23,0.00,-13.75,-0.23,-1.00,-1.00,-4.58,-14.94,0.88,5.00,1.77,0.33,0.28,0.06,-0.02,35.86,0.97,-1.00,-1.00,46.22,-0.09,0.08,0.18,8.59,0.20,-1.00,-1.00,0.01,-0.02,0.42,0.14,1.08,-0.25,28.99,-5.47,22.11,0.67,0.74,-1.00,-1.00,-0.45,25.82,24.51,0.10,-45.72,1383
3754,TrekNorth First City Robotics,St. Louis,NorthernLights,1,4.14,0.00,0.44,0.44,-0.24,0.00,-14.52,-0.24,-1.00,-1.00,-4.84,-9.94,-0.12,-3.23,-0.99,0.33,0.32,0.13,0.00,40.70,1.35,-1.00,-1.00,71.66,0.04,0.08,0.51,31.95,0.64,-1.00,-1.00,0.00,0.00,0.50,0.06,0.13,0.19,5.76,5.02,26.18,0.78,1.11,-1.00,-1.00,-0.55,66.75,66.46,0.31,3.09,1426
3755,Dragon Robotics,St. Louis,Daly,9,5.21,-0.47,0.88,0.74,0.15,-0.02,7.78,0.13,-1.00,-1.00,2.59,13.73,-0.69,-3.11,-1.09,0.33,0.33,0.35,0.15,41.57,2.85,-1.00,-1.00,82.58,0.21,0.33,0.31,42.10,0.60,-1.00,-1.00,0.03,0.15,0.00,0.05,0.35,-0.02,8.66,-0.22,49.35,1.17,2.98,-1.00,-1.00,-0.35,96.09,111.98,-0.12,-40.21,1474
3755,Dragon Robotics,St. Louis,LakeSuperior,1,6.31,-0.27,-0.04,-0.11,0.41,0.00,24.72,0.41,-1.00,-1.00,8.24,30.92,-1.32,-2.13,-0.80,0.33,0.44,0.10,0.01,18.92,0.93,-1.00,-1.00,78.18,0.50,0.39,0.31,60.06,0.67,-1.00,-1.00,0.00,0.01,-0.14,0.04,-0.07,0.22,-2.56,5.61,43.64,0.89,1.34,-1.00,-1.00,-0.91,114.71,115.33,0.48,38.64,1514
3756,RamFerno,St. Louis,ONWesternUniversity,5,5.29,0.00,0.13,0.13,0.18,0.00,11.06,0.18,-1.00,-1.00,3.69,16.48,0.07,-0.70,-0.25,0.33,0.34,0.24,0.00,29.18,1.45,-1.00,-1.00,43.65,0.25,-0.02,0.07,14.72,0.40,-1.00,-1.00,0.00,0.00,0.23,-0.20,-0.24,-0.02,-4.80,-1.55,40.24,0.91,1.64,-1.00,-1.00,-0.12,58.59,58.61,0.13,2.85,1384
3756,RamFerno,St. Louis,ONGeorgianCollege,4,3.49,0.00,0.36,0.36,0.04,0.00,2.21,0.04,-1.00,-1.00,0.74,6.06,0.61,-0.68,-0.14,0.33,0.28,-0.02,-0.01,21.67,0.36,-1.00,-1.00,43.28,0.01,0.17,0.25,21.75,0.25,-1.00,-1.00,0.00,-0.01,0.10,-0.11,0.59,-0.10,15.12,-3.03,23.88,0.58,0.40,-1.00,-1.00,0.22,46.30,45.39,-0.15,-37.02,1296
3759,SMARTBOTS,Houston,Ventura,3,5.78,-0.01,-0.32,-0.32,0.16,0.00,9.48,0.16,-1.00,-1.00,3.16,14.94,0.10,-0.99,-0.30,0.33,0.37,0.12,-0.01,26.22,1.01,-1.00,-1.00,87.54,0.33,0.66,0.24,61.62,0.73,-1.00,-1.00,0.00,-0.01,0.00,0.02,-0.05,-0.16,-1.37,-3.80,35.70,0.81,1.16,-1.00,-1.00,-0.62,98.68,97.72,0.44,41.83,1487
3760,Aerospace,St. Louis,ONNorthBay,6,3.14,-0.02,-0.39,-0.39,0.17,0.00,10.39,0.17,-1.00,-1.00,3.46,13.14,-0.18,7.12,2.41,0.33,0.40,-0.09,-0.05,17.15,-0.03,-1.00,-1.00,33.63,0.00,0.30,-0.02,14.07,0.80,-1.00,-1.00,-0.05,-0.05,1.16,0.08,-0.18,0.98,1.19,24.84,27.54,0.60,0.14,-1.00,-1.00,2.02,71.62,65.71,0.20,12.09,1434
3767,FRC Team 3767 - TITAN Robotics,St. Louis,MISCFord,7,4.76,-0.04,-1.24,-1.25,0.32,0.00,18.99,0.32,-1.00,-1.00,6.33,22.50,-0.03,-2.26,-0.83,0.33,0.33,0.34,0.08,30.73,2.17,-1.00,-1.00,57.17,0.17,0.29,0.08,27.28,0.42,-1.00,-1.00,-0.02,0.08,-0.04,-0.12,0.56,0.02,13.85,-0.08,49.72,1.08,2.49,-1.00,-1.00,-2.09,79.59,86.66,-0.03,-38.99,1377
3767,FRC Team 3767 - TITAN Robotics,St. Louis,MITraverseCity,6,4.48,0.27,0.45,0.54,0.18,0.00,10.93,0.18,-1.00,-1.00,3.64,15.94,0.46,0.22,0.00,0.33,0.35,0.24,-0.01,28.84,1.38,-1.00,-1.00,60.11,0.08,0.39,0.16,31.28,0.64,-1.00,-1.00,0.00,-0.01,0.17,0.10,0.19,0.20,5.58,5.63,39.77,0.90,1.56,-1.00,-1.00,0.53,81.69,80.41,0.12,2.35,1400
3767,FRC Team 3767 - TITAN Robotics,St. Louis,MIEscanaba,3,3.84,-0.03,-0.07,-0.05,0.23,0.00,13.68,0.23,-1.00,-1.00,4.56,17.47,0.42,-0.38,-0.07,0.33,0.43,0.27,0.00,32.05,1.69,-1.00,-1.00,65.51,0.29,0.29,0.09,33.54,0.61,-1.00,-1.00,0.00,0.00,0.01,0.09,0.24,0.07,6.02,2.05,45.73,1.03,1.91,-1.00,-1.00,-0.12,85.04,85.04,0.08,10.51,1471
3770,BlitzCreek,St. Louis,Archimedes,9,4.90,0.33,2.36,2.41,0.15,0.00,8.71,0.15,-1.00,-1.00,2.90,16.02,-0.03,3.91,1.35,0.33,0.33,0.33,0.20,42.05,3.05,-1.00,-1.00,91.65,0.10,0.36,0.50,48.25,0.90,-1.00,-1.00,0.03,0.20,0.22,0.07,-0.07,-0.10,-0.75,-2.12,50.76,1.20,3.19,-1.00,-1.00,3.75,105.55,126.39,0.28,-12.69,1547
3770,BlitzCreek,St. Louis,MISCDTEEnergyFoundation,7,5.08,-0.02,0.21,0.20,0.43,0.00,25.58,0.43,-1.00,-1.00,8.53,30.86,-0.66,-0.14,-0.07,0.33,0.33,0.38,0.43,42.07,4.35,-1.00,-1.00,75.38,0.28,0.00,0.38,33.38,0.88,-1.00,-1.00,0.00,0.43,-0.15,-0.18,-0.17,0.50,-5.00,11.51,67.65,1.48,4.78,-1.00,-1.00,0.14,117.76,161.16,0.39,19.99,1598
3770,BlitzCreek,St. Louis,MIMidland,4,4.76,-0.02,-0.07,-0.07,0.50,0.00,29.88,0.50,-1.00,-1.00,9.96,34.57,0.50,-0.25,-0.08,0.33,0.37,0.45,0.08,29.00,2.48,-1.00,-1.00,64.83,0.25,0.09,0.38,35.91,0.84,-1.00,-1.00,0.00,0.08,0.27,0.63,0.22,0.66,6.84,19.66,58.89,1.22,2.98,-1.00,-1.00,-0.16,119.06,127.00,0.46,63.08,1637
3770,BlitzCreek,St. Louis,MIKetteringUniversity2,2,4.48,0.00,0.24,0.25,0.37,0.00,22.42,0.37,-1.00,-1.00,7.47,27.15,2.90,3.71,1.57,0.33,0.43,0.68,0.00,42.82,3.20,-1.00,-1.00,90.14,0.32,0.13,0.47,45.74,0.93,-1.00,-1.00,0.07,0.00,0.08,0.44,0.07,0.46,2.12,13.65,65.24,1.44,3.57,-1.00,-1.00,1.82,130.94,132.34,0.47,67.43,1537
3773,Cobalt Commanders,St. Louis,MIMarysville,6,0.84,-0.01,-0.32,-0.32,0.01,0.00,0.75,0.01,-1.00,-1.00,0.25,1.28,-0.03,-0.61,-0.18,0.33,0.33,0.16,0.01,33.20,1.38,-1.00,-1.00,48.10,0.18,0.05,0.07,15.08,0.58,-1.00,-1.00,0.00,0.01,0.25,-0.11,0.01,-0.14,1.56,-4.08,33.95,0.84,1.39,-1.00,-1.00,-0.50,45.29,46.43,-0.07,-51.36,1343
3773,Cobalt Commanders,St. Louis,MIAnnArborPioneer,2,4.58,0.00,0.00,0.00,-0.07,0.00,-4.01,-0.07,-1.00,-1.00,-1.34,0.56,0.28,1.11,0.42,0.35,0.36,0.02,0.00,31.90,0.88,-1.00,-1.00,23.37,0.01,-0.11,-0.07,-8.95,0.25,-1.00,-1.00,0.00,0.00,-0.11,0.08,0.02,0.01,0.09,0.72,27.89,0.73,0.81,-1.00,-1.00,0.42,24.65,24.65,0.00,-25.07,1385
3777,Bean City Bots,St. Louis,MiamiValley,2,5.83,0.00,0.18,0.18,-0.10,0.00,-5.95,-0.10,-1.00,-1.00,-1.98,0.06,-0.02,0.62,0.15,0.33,0.39,0.49,0.00,52.85,2.88,-1.00,-1.00,50.77,0.16,-0.21,0.01,-2.23,0.18,-1.00,-1.00,0.00,0.00,0.10,-0.06,0.04,0.09,1.56,1.93,46.90,1.22,2.78,-1.00,-1.00,0.33,52.76,53.24,0.26,19.85,1475
3780,Robot Unicorns,St. Louis,NERhodeIsland,4,2.34,0.23,-0.01,0.05,0.04,0.00,2.18,0.04,-1.00,-1.00,0.73,4.58,-0.25,-1.39,-0.59,0.33,0.33,-0.13,0.00,19.96,0.10,-1.00,-1.00,17.56,-0.17,0.11,0.03,-1.82,0.00,-1.00,-1.00,-0.04,0.00,-0.02,0.22,0.61,-0.04,15.13,0.06,22.15,0.54,0.14,-1.00,-1.00,-0.54,22.20,21.15,-0.18,-69.46,1273
3780,Robot Unicorns,St. Louis,NEWPI,2,0.68,0.00,0.59,0.59,0.00,0.00,0.11,0.00,-1.00,-1.00,0.04,1.37,-1.60,-0.12,-0.11,0.33,0.30,-0.10,-0.01,20.71,0.13,-1.00,-1.00,15.47,-0.06,-0.19,0.15,-5.13,0.00,-1.00,-1.00,0.00,-0.01,0.07,0.10,0.29,0.05,7.49,1.72,20.81,0.52,0.13,-1.00,-1.00,0.48,18.56,17.59,-0.19,-64.09,1348
3781,Cardinal Robotics,Houston,PNWAuburn,5,4.70,-0.01,-0.02,-0.02,0.17,0.00,10.32,0.17,-1.00,-1.00,3.44,15.00,0.77,-2.12,-0.70,0.33,0.34,0.10,0.01,24.19,0.94,-1.00,-1.00,11.22,0.08,-0.23,-0.10,-12.26,0.00,-1.00,-1.00,-0.01,0.01,0.10,0.03,0.16,0.34,4.44,8.72,34.51,0.78,1.11,-1.00,-1.00,-0.72,34.95,35.41,0.15,-10.10,1387
3781,Cardinal Robotics,Houston,PNWAuburnMountainview,1,4.15,-0.03,-0.09,-0.10,-0.09,0.00,-5.59,-0.09,-1.00,-1.00,-1.86,-1.54,7.60,2.51,1.51,0.25,0.29,-0.07,0.00,22.59,0.31,-1.00,-1.00,13.98,-0.10,0.16,-0.26,-10.11,0.00,-1.00,-1.00,0.00,0.00,0.21,-0.11,-0.11,0.11,-1.60,2.20,17.00,0.47,0.22,-1.00,-1.00,1.42,14.64,14.64,0.06,-23.06,1406
3785,Gila Monsters,Houston,ArizonaNorth,2,4.58,0.01,-0.17,-0.17,0.07,0.00,4.37,0.07,-1.00,-1.00,1.46,8.79,20.71,1.28,2.28,0.33,0.11,-0.11,0.00,10.66,-0.28,-1.00,-1.00,49.36,0.51,0.31,-0.09,36.42,0.73,-1.00,-1.00,0.00,0.00,-0.07,0.22,-0.09,0.13,-2.60,4.44,15.03,0.34,-0.20,-1.00,-1.00,2.11,62.59,62.59,0.24,4.12,1450
3786,Chargers,Houston,PNWAuburn,5,3.65,0.00,-0.17,-0.17,0.21,0.00,12.44,0.21,-1.00,-1.00,4.15,15.92,0.02,3.48,1.18,0.33,0.34,0.02,-0.08,16.00,0.05,-1.00,-1.00,24.92,0.18,0.18,-0.21,7.74,0.42,-1.00,-1.00,-0.01,-0.08,0.18,0.15,-0.19,-0.07,-3.74,-1.01,28.44,0.61,0.26,-1.00,-1.00,1.01,39.83,31.44,0.03,-32.33,1336
3786,Chargers,Houston,PNWAuburnMountainview,1,4.23,0.24,0.26,0.34,0.21,0.00,12.65,0.21,-1.00,-1.00,4.22,17.23,-0.35,2.43,0.70,0.25,0.12,0.05,0.00,8.64,0.26,-1.00,-1.00,28.20,-0.05,0.11,0.32,18.87,0.50,-1.00,-1.00,0.00,0.00,0.19,0.12,0.10,0.05,3.36,1.82,21.29,0.43,0.47,-1.00,-1.00,1.04,47.25,47.25,0.10,-26.22,1400
3789,On Track Robotics,Houston,PNWCentralWashingtonUniversity,3,3.44,0.00,0.13,0.13,0.11,0.00,6.34,0.11,-1.00,-1.00,2.11,9.91,-0.05,-0.60,-0.25,0.33,0.34,0.21,0.00,31.01,1.40,-1.00,-1.00,51.84,0.21,-0.10,0.31,21.07,0.42,-1.00,-1.00,0.00,0.00,0.14,0.17,-0.04,0.07,-0.27,2.65,37.36,0.88,1.51,-1.00,-1.00,-0.12,64.40,64.40,0.01,-21.88,1362
3789,On Track Robotics,Houston,PNWWestValley,1,5.25,0.01,0.01,0.01,-0.10,0.00,-6.03,-0.10,-1.00,-1.00,-2.01,-0.76,-0.32,-0.23,-0.05,0.36,0.28,-0.03,0.01,28.79,0.62,-1.00,-1.00,38.39,0.07,0.01,0.12,9.65,0.07,-1.00,-1.00,0.00,0.01,-0.07,0.09,-0.03,0.29,-1.06,7.61,22.76,0.62,0.52,-1.00,-1.00,-0.04,45.33,46.13,-0.07,-7.05,1394
3792,The Army Ants,St. Louis,St.Louis,2,1.10,-0.01,0.11,0.11,-0.19,0.00,-11.47,-0.19,-1.00,-1.00,-3.82,-10.27,2.20,1.05,0.53,0.32,0.27,0.05,-0.02,32.47,0.79,-1.00,-1.00,41.21,0.25,0.19,-0.27,8.20,0.30,-1.00,-1.00,0.01,-0.02,0.05,0.08,0.02,0.13,0.84,3.58,21.00,0.62,0.60,-1.00,-1.00,0.64,34.52,32.52,0.20,-45.59,1366
3793,CyberTitans,St. Louis,Archimedes,9,3.56,-0.14,-2.53,-2.55,-0.22,0.00,-13.05,-0.22,-1.00,-1.00,-4.35,-12.04,-0.35,-9.29,-3.15,0.33,0.33,0.27,0.21,54.40,3.20,-1.00,-1.00,103.69,0.39,0.26,0.39,52.43,0.90,-1.00,-1.00,-0.14,0.21,0.14,0.03,0.15,0.30,4.44,7.57,41.36,1.14,2.98,-1.00,-1.00,-5.70,99.22,116.95,0.20,6.78,1582
3793,CyberTitans,St. Louis,CHSChampionship,6,4.57,0.43,-0.13,0.01,0.40,0.01,24.44,0.41,-1.00,-1.00,8.15,29.02,0.35,1.74,0.51,0.33,0.33,0.36,0.33,38.14,3.70,-1.00,-1.00,76.87,0.39,0.17,0.20,38.22,0.75,-1.00,-1.00,-0.02,0.33,0.08,0.00,-0.15,-0.02,-3.38,-0.51,62.58,1.36,4.11,-1.00,-1.00,0.51,105.38,138.41,0.59,58.90,1622
3793,CyberTitans,St. Louis,CHSNorthernMaryland,3,4.94,-0.03,-0.03,-0.03,0.31,0.00,18.69,0.31,-1.00,-1.00,6.23,23.60,0.67,0.47,0.19,0.33,0.39,0.50,0.00,36.38,2.47,-1.00,-1.00,58.28,0.27,0.05,0.11,21.70,0.57,-1.00,-1.00,0.00,0.00,0.06,-0.08,0.22,0.44,5.85,10.51,55.07,1.22,2.78,-1.00,-1.00,0.16,92.38,92.26,0.28,47.44,1565
3793,CyberTitans,St. Louis,CHSGreaterDC,2,5.17,0.00,0.00,0.00,0.08,0.00,4.60,0.08,-1.00,-1.00,1.53,9.77,-0.01,-0.20,-0.03,0.33,0.36,0.07,0.00,27.51,0.91,-1.00,-1.00,79.47,0.31,0.37,0.36,51.99,0.71,-1.00,-1.00,0.00,0.00,-0.06,0.03,-0.12,0.41,-3.30,10.44,32.11,0.76,0.99,-1.00,-1.00,-0.03,99.68,99.68,0.63,63.18,1558
3794,WinT,Houston,Turing,8,4.28,0.01,-0.22,-0.22,0.14,0.01,9.16,0.15,-1.00,-1.00,3.05,13.22,0.08,2.83,0.94,0.33,0.33,0.32,-0.10,29.31,1.19,-1.00,-1.00,68.31,0.13,0.28,0.35,38.06,0.70,-1.00,-1.00,-0.05,-0.10,0.56,-0.08,0.12,-0.09,5.82,-2.63,38.48,0.89,1.34,-1.00,-1.00,0.72,78.90,67.87,0.14,-37.54,1395
3794,WinT,Houston,Laguna,5,3.31,0.59,-0.35,-0.14,0.43,0.00,26.05,0.43,-1.00,-1.00,8.68,29.22,-0.31,-0.03,-0.02,0.33,0.37,0.28,0.00,21.97,1.42,-1.00,-1.00,27.08,0.07,-0.02,0.05,5.12,0.27,-1.00,-1.00,-0.07,0.00,0.83,-0.08,-0.16,0.21,0.19,4.93,48.02,0.98,1.86,-1.00,-1.00,-0.15,61.23,59.80,0.17,22.54,1437
3794,WinT,Houston,Toluca,1,-0.04,0.00,-0.11,-0.16,-0.03,0.00,-1.85,-0.03,-1.00,-1.00,-0.62,-2.05,-0.19,0.34,0.05,0.36,-0.16,0.00,0.00,9.17,-0.17,-1.00,-1.00,33.60,0.36,0.11,0.02,24.38,0.53,-1.00,-1.00,0.00,0.00,0.28,-0.07,-0.15,0.08,-2.34,1.55,7.32,0.20,-0.20,-1.00,-1.00,-0.11,33.10,33.10,0.31,19.18,1453
