# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	SouthFlorida	LakeSuperior	NorthernLights	Palmetto	Dallas	InlandEmpire	GeorgiaSouthernClassic	MIHowell	MISouthfield	MIStandish	NEGraniteState	PNWOregonCity	PNWAuburnMountainview	NEWaterbury	INPerryMeridian	MARHatboro-Horsham	TorontoCentral	MexicoCity	ArkansasRockCity	Pittsburgh	CentralValley	NEPioneerValley	MIKetteringUniversity	MIKentwood	MIWaterford	PNWWestValley	NEReading	MARMt.Olive	PNWGlacierPeak	Israel	Australia	TorontoEast	LosAngeles	Orlando	KansasCity	Alamo	Utah	NewYorkCity	INKokomo	NEUMass-Dartmouth	NEPineTree	MIWoodhaven	MIGullLake	MITraverseCity	PNWWilsonville	MARSpringsideChestnutHill	PNWMt.Vernon	Waterloo	Montreal	ArizonaEast	Sacramento	CentralIllinois	Bayou	St.Louis	NorthCarolina	NewYorkTechValley	Virginia	Wisconsin	INPurdue	MIWestMichigan	MIGreatLakesBayRegion	MISt.Joseph	PNWCentralWashingtonUniversity	NEUNH	MARSeneca	NERhodeIsland	PNWShorewood	NorthBay	Colorado	Peachtree	Hawaii	LasVegas	SBPLILongIsland	FingerLakes	Buckeye	Oklahoma	HubCity	GreaterDC	Ventura	NENortheastern	MICenterline	MIEscanaba	MILivonia	PNWPhilomathPeak	PNWAuburn	NEHartford	MARBridgewater-Raritan	MARUpperDarby	WesternCanada	WindsorEssexGreatLakes	ArizonaWest	SanDiego	SiliconValley	Midwest	Chesapeake	Minnesota10000Lakes	MinnesotaNorthStar	QueenCity	SmokyMountains	LoneStar	PNWDistrictChampionship	INDistrictChampionship	MILansing	MIBedford	MITroy	MARNorthBrunswick	NEDistrictChampionship	MIDistrictChampionship	MARDistrictChampionship	Archimedes	Carson	Carver	Curie	Galileo	Hopper	Newton	Tesla
																																																																																																																												
4	Downingtown, PA USA	The Boeing Company/UTC Sikorsky/Chester County Intermediate Unit/Arkema Inc./American Society of Mechanical Engineers Philadelphia Chapter/DSM & Downingtown Area Robotics	Sab-BOT-age	1640	68	77.0683364868164	Archimedes																39.8472695920643																																																	77.0683364620443																																												75.3179360576775	63.8935580446644							
3	Austin, TX USA	NASA / Freescale Semiconductors / BAE Systems / National Instruments / Pixels and Verbs, LLC / Altera / Berry Consultants / Westlake & Eanes Science and Technology Association / SolidWorks / Eanes Independent School District / Texas Workforce Commission / Bracewell & Giuliani & WESTLAKE H S	Team Appreciate	2468	69	77.0	Newton					16.1780141676937																															56.3848428518526																																									66.6802413434838																																							76.9789054403617	
4	Grand Blanc, MI USA	General Motors / Premier Tooling Systems / The Chrysler Foundation / Davison Tool & Engineering, L.L.C. / Katcon USA / Michigan Department of Education / UnyPOS Manufacturing / The Robot Space / Lifestyles Flooring / Kettering University & GRAND BLANC COMMUNITY HIGH SCHOOL	EngiNERDs	2337	70	76.8	Carver																							44.0066145065303																																																																																		33.3940257340746			46.2343165234308				76.778761239348					
3	Brighton, MI USA	ASI Workholding/DTE Energy/IBM & CHARYL STOCKWELL ACADEMY - HIGH SCHOOL	Gems	4362	71	76.7	Hopper								29.7284172365861																																																																											30.7453674782771																									76.7010567285687							65.1065626282302		
3	Oregon City, OR USA	Siemens / Boeing & CLACKAMAS ACADEMY OF INDUSTRIAL SCIENCES	Skynet	2550	72	76.5													36.208337915887																																																																								57.8753802029883																	76.5377050160815																
3	Eden Prairie, MN USA	MTS Systems Corporation/Continental Engineering & Manufacturing (CEM) & EDEN PRAIRIE SENIOR HIGH	Talon Robotics	2502	73	75.3204040527344	Galileo			14.2404954602486																																																																																													75.3204041751264																		66.2455810243817			
3	Fremont, MI USA	Newaygo County Regional Educational Service Agency / The Fremont Area Community Foundation / The Gerber Foundation / Kaydon Bearings / The people of Newaygo County & NEWAYGO COUNTY CAREER TECH CENTER	NC GEARS	1918	74	75.1	Newton								20.200333510416																																																				71.2737985565355																																																58.4775042754127								75.1083017701452	
4	Memphis, MI USA	Haacks Farm Greenhouses/2014 FRC Rookie Grant/FORMTECH & MEMPHIS HIGH SCHOOL	Jacked Up Jackets	5046	75	74.7	Curie																									27.5878851385787																																																										37.882021363933																									73.8656690237781					74.6666074816212				
4	Mishawaka, IN USA	PHM Educational Foundation/AEP-American Electric Power/Bayer & PENN HIGH SCHOOL	Black Knights	135	76	74.4	Archimedes																																							47.441118971574																				50.3385582385806																																											74.4357311524155								71.738037918751							
1	St. Louis, MO USA	The Boeing Company & SOUTH TECHNICAL	Tech Heads	1658	77	74.1	Tesla																																																						74.1117122972067																																																															47.6910354231146
4	Belmont, MI USA	L-3 Avionics Systems / DeWys Manufacturing / Optio Data / Diebotics & Paradise Teams	That ONE Team - Our Next Engineers	4967	78	73.8689727783203	Carver																								45.3707191820938																																				56.574126778119																																																73.8689728029306				67.0008178964106					
3	New York, NY USA	Alliance Bernstein/Hunter College High School PTA/Hunter College High School Alumnae & HUNTER COLLEGE HIGH SCHOOL	RoHawks	3419	79	73.7	Carver																																						49.24260644933																																								73.7044923055154																																		44.1733944698397					
4	Lancaster, CA USA	NASA Armstrong Flight Research Center / Lockheed Martin / The Boeing Company / Northrop Grumman / Lancaster West Rotary / High Desert Medical Group / Antelope Valley Fair Association / Right Way Driving / Golden State Jet / JT3 / Pacific Coast Powder Coating / Lancaster Sunrise Rotary / Aeroviroment / Rocco's Honda / AV Board of Trade / Jeffrey H. Stein DDS / Scaled Composites / Theurer Orthodontics / Project Lead The Way / Meece Car Audio / Lancaster High School / California Cogeneration Council & LANCASTER HIGH	Eagle Robotics	399	80	73.7	Carson						21.7360155212342																																																																									40.8888832035301													73.6997164792744																			46.9695456045537						
5	Grosse Pointe , MI USA	GM/Grosse Pointe Public Schools & GROSSE POINTE NORTH HIGH SCHOOL	The Gearheads	1189	81	73.5	Galileo								25.8947898177891																																																																									44.3227867477254																							67.933866078114				73.464468124408						61.1558765835676			
4	Cheshire, CT USA	Cheshire Public Schools / UTC & CHESHIRE HIGH SCHOOL	MechaRams	999	82	73.4374542236328	Carson														24.9728824444719																																																																								53.8065902242295																					60.4600528962386				73.4374530099476						
4	Hartland, MI USA	The Chrysler Foundation/Hartland School District FIRST Robotics/jcpenney/Linear Mold and Engineering & HARTLAND HIGH SCHOOL	Electro Eagles	3536	83	73.2	Carver								7.7508398812316																																																																																															40.2689366303184					50.1517783273252				73.2100485733958					
4	Mississauga, ON Canada	HATCH / General Motors of Canada / Imperial Tool and Die Ltd. / Sable Metal Manufacturing / Budget Rent-a-Car / Yamana Gold Inc. / Chartwells / Norampac / Royal Bank / Sheridan College / Gordon Graydon IBTP / Family and Friends of FRC Team 1325 & Gordon Graydon Memorial Secondary School	Inverse Paradox	1325	84	72.9	Carson																	25.1116622453908															36.1873390311145																																																										68.3609247099804																					72.9417392088367						
4	Ypsilanti, MI USA	General Motors Corp/Zingermans/Michigan Department of Education/Soar Tech/Chrome Identity Group & Ypsilanti Community HS STEMM Academy	The Flyers	66	85	72.8	Carver								27.0081898571007																																																																										47.7783870994163																										62.1923854672441				72.7781729102371					
5	Ortonville, MI USA	General Motors Engineering Structural Development Laboratories/Continental Automotive Systems/Environmental Wood Solutions/Michigan Department of Education & BRANDON HIGH SCHOOL & HOLLY HIGH SCHOOL	Truck Town Thunder	68	86	72.7	Archimedes																																							1.445211257788																																										23.7188766337062																						67.0764770093665					72.6670140252028		57.315705710562							
4	Grand Rapids, MI USA	Wege Foundation / Armen Oumedian / Rescom Electric / Micron Manufacturing / BP&R Engineering Inc / Repair Technologies LLC / GE Volunteers / Sparta Sheet Metal & WEST CATHOLIC HIGH SCHOOL	Enigma Robotics	2075	87	72.6	Carson																								21.9385172123232																																				30.0560042766327																																																28.6123404260458			72.635977295803						
4	St. Catharines, ON Canada	Callisto Integration Corporation / General Motors Corp / Woodbridge Foam Corporation / Ontario Power Generation / Mulitplex Manufacturing / Parker Canada / Niagara Catholic District School Board & Denis Morris Catholic High School	DM High Voltage	2852	88	72.6	Carver																																64.3618241686823																								65.6119292314551																																		72.6010868292189																						60.6679772494756					
3	Bloomfield Hills, MI USA	OnStar / General Motors / Ford Motor Company / SolidWorks / Consumers Energy / Diversified Tooling Group & MARIAN HIGH SCHOOL & BROTHER RICE HIGH SCHOOL	Mech Warriors	573	89	72.4	Hopper									20.9594366090654																																																																								31.8860105473771																											72.3713432907411							64.480848667036		
2	Columbus, OH USA	Ohio State University / OMETEK / TRAVELERS / HONDA / Whitehall-Bexley Rotary Club / Bravo Brio Restaurant Group / Abbott / Hickman Lawncare / Forrest Automation & Tech. Solutions, LLC / Selecteon / Ohio Aerospace Institute / The Insurance Circle Agency / TLM Construction / CORI & ST CHARLES PREPARATORY SCHOOL	CardinalBots	4269	90	72.3																					25.4750681523001																																																							72.265059813375																																										
2	Kfar-Yona, M Israel	Gal-Kifuf/David Dabi/Kfar-Yona Municipality/Dfus Gabi & Ish Shalom	BumbleB	3339	91	72.3	Carson																														56.5334097676193																																																																																	72.2568316127908						
3	Houston, TX USA	Oceaneering International / Texas Direct Auto & Associates / Baker Hughes / Oaks Precision Fabrication / Hunting Titan & JERSEY VILLAGE HIGH SCHOOL	Jersey Voltage	4587	92	72.2	Carson																																																					19.3173866967546																																															72.2164652116118											33.414215665918						
3	Metamora, IL USA	Caterpillar Inc./Metamora Industries/PTC/DAR- Tech USA/Parson's Company/LED DJ & Stage lighting & METAMORA HIGH SCHOOL	MARS/ WARS	4143	93	72.2	Curie																																																				65.3106921563981																																										71.2145280386819																			72.2133414234304				
3	San Diego, CA USA	Qualcomm / BlueChip Machine & Fabrication / Nordson Asymtek / Vivid-Hosting / Vinatech Engineering / Anocote Metal Finishing / San Diego County Sheriff's Department / Advanced Circuits / Quality Powder Coating / Northrop Grumman / Alberts-Worley Family / Lutze Family & HIGH TECH HIGH & HIGH TECH HIGH INTERNATIONAL & HIGH TECH HIGH MEDIA ARTS	The Holy Cows	1538	94	72.2	Archimedes																																																		64.8546608870541																																										72.1920110621952																		66.5166095572577							
3	Warminster , PA USA	PECO/Lockheed Martin Corp/Signature Consulting Solutions & ARCHBISHOP WOOD HIGH SCHOOL	The Fighting RoboVikings	2607	95	72.1	Newton																44.900596562908																																																																								56.9449429859126																					72.0707595057716							52.6306038580738	
3	Lake Ronkonkoma, NY USA	Sachem Central School District / Sachem Robotics Team 263 Booster Club / D&D DEVELOPMENT GROUP INC. / RETLIF TESTING LABORATORIES / CHECK-MATE INDUSTRIES, INC. / Guden / Kleinknecht Electric Co. / Zelman Holdings / Westbury Stove and Fireplace / G.B.S.A Enterprises Inc. & Sachem East and North High School	Sachem Aftershock	263	96	71.5	Hopper	36.7444473447687																																																							46.6844022299116																	71.5109425127348																																										52.9017418216297		
4	Petoskey, MI USA	Daifuku Webb / New Arlington Place / Gaslight Media / Bear River Electric / Circuit Controls Corp. / Great Lakes Oral and Maxillofacial Surgery, P.C. / Kilwins / Molosky & Co. / YMCA & PETOSKEY HIGH SCHOOL	Petoskey Paladins	3618	97	71.5	Galileo																																												18.8976256175481																	38.550611195939																																															57.1085474114489						71.4792146054122			
3	Mountain Home, AR USA	Baxter Healthcare Corporation/The Science and Technology Group/Arkansas FIRST/Novak Technical Services, LLC & MTN HOME HIGH CAREER ACADEMICS & MOUNTAIN HOME JR. HIGH SCHOOL	Bomb Squad	16	98	70.8	Carson																			31.8393801992044																																																																											70.7649094626619																	60.4241290842397						
2	Sydney, NSW Australia	Macquarie University / BAE Systems / National Instruments / Google / Rockwell Automation / Newscorp Ltd / Ford / CSIRO / Aarnet & Greater Sydney Area High Schools & Global Student Network	Thunder Down Under	3132	99	70.5	Tesla																															45.9974023529491																																								65.5513762801322																																														70.458968006698
3	Skillman, NJ USA	Montgomery Township School District/nrg energy/Bristol-Myers Squibb/National Defense Education Program & MONTGOMERY HIGH	Cougar Robotics	1403	100	70.2	Tesla																51.9204860221154																																																																							70.2371155881872																						64.4349683863131								13.9027506640433
3	LaSalle, ON Canada	Centerline/General Motors of Canada/The Chrysler Foundation/Dr. Anil Dhar Medicine Professional Corp./Rockwell Automation/Corbett Productions/Bell Canada/St Clair College & Sandwich Secondary School	Sabre Bytes	772	101	70.2																					3.9761329827221																																																33.3097132444002																						70.1598776093274																											
5	Huntington, IN USA	UTEC/Pentair/PHD, Inc./BAE Systems/Henline Towing, Inc./Yamaha Robotics & Huntington County 4-H Robotics	Team THRUST	1501	102	70.1	Carson															17.2678225143815																								51.7689423019062																				48.7536955903667																																											70.1481805133086									53.8835650161753						
3	Troy, MI USA	General Motors ME Vehicle Systems/Delphi Foundation/Gallagher-Kaiser Corporation/Troy Foundation for Educational Excellence & ATHENS HIGH SCHOOL & TROY HIGH SCHOOL	Hammerheads	226	103	70.1	Tesla																																																												46.2229326888562																																													51.130116722853			70.1244264608145									51.7320345618227
3	Glastonbury, CT USA	UTC & GLASTONBURY HIGH SCHOOL	Titanium Tomahawks	2170	104	70.1	Tesla														34.8313553805949																																																																								60.5891600669918																					56.7346627555417										70.1161137170073
4	Philadelphia, PA USA	Vulcan Spring / Metal Edge International / TE Connectivity / Boeing Company / Gallagher Fluid Seals, Inc. / Fabspeed Motorsport / ErvTech International / Exhibit and Display Truss / William A. Killian Hardware / LTK Engineering / Urban Engineers / Cin Cin / Bhagya's Kitchen & SPRINGSIDE SCHOOL & CHESTNUT HILL ACADEMY	Vulcan Robotics	1218	105	70.1	Hopper																22.253429606375																														32.627934485837																			70.0948518257831																																												63.7340899365467						62.1200717630722		
3	Searcy, AR USA	Ryerson/Excel Ford/Simmons First Bank/Arkansas FIRST & HARDING ACADEMY	Breakaway	3937	106	70.1	Curie																			23.9587960922584																																		48.2090587338385																																																												70.0532987862805				
4	Escanaba, MI USA	Engineered Machined Products Inc / Plum Creek / Hannahville Indian Community / Wallin Contracting / Community Foundation for Delta County / GFWC / Nor-Fab Manufacturing & ESCANABA AREA PUBLIC HIGH SCHOOL	RoboMos	3602	107	70.0	Archimedes										27.5833317207039																																																																								21.278705071847																										70.0105503522435		44.2719034588092							
4	Olympia, WA USA	Washington State Office of Superintendent of Public Education / Capital Industrial, Inc / The Community Foundation of South Puget Sound / Olympia School District / Boeing / H2OJet, Inc. / FastSigns, Inc. / Obee Credit Union / Google / Christopher Cook / Chad Stoker / Kiwanis International / Rotary International / Paprika Catering & CAPITAL HIGH SCHOOL & AVANTI HIGH SCHOOL & OLYMPIA HIGH SCHOOL	Olympia Robotics Federation	4450	108	69.6	Curie													24.501959013186																																																		43.3716373263121																																						50.0241543146116												69.5759375703849				
4	Clinton, MA USA	Nypro Inc. & CLINTON SENIOR HIGH	Gael Force	126	109	69.4	Carver																																																																40.5784516929899																38.6405228307259																											60.1591179229651					69.3981021683575					
3	Windham, NH USA	Veloxion / Windham High School / Willseal USA / Highland Street Foundation / BAE Systems / Veolia Environmental Services & Windup Robotics 4-H Club	The Windham Windup	3467	110	69.2	Newton																											22.0228084229288																																					51.4516303308206																																											64.7410112481671									69.248499914066	
