# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	Archimedes	Curie	Galileo	Newton	BAE	FingerLakes	Palmetto	HubCity	CentralValley	Kettering	TraverseCity	HatboroHorsham	TorontoEast	SanDiego	Orlando	WPI	LakeSuperior	NorthernLights	Oregon	LoneStar	NewYorkCity	GullLake	Waterford	Israel	Montreal	Peachtree	Boilermaker	KansasCity	St.Louis	NorthCarolina	Pittsburgh	Virginia	Detroit	St.Joseph	TCNJ	SpringsideChestnutHill	Waterloo	Phoenix	Sacramento	LosAngeles	Bayou	Boston	QueenCIty	Dallas	Utah	CentralWashington	Wisconsin	WestMichigan	GrandBlanc	MountOlive	LenapeSeneca	TorontoWest	InlandEmpire	Connecticut	WashingtonDC	SouthFlorida	MN10000Lakes	MNNorthStar	Buckeye	Oklahoma	SmokyMountains	Alamo	Seattle	Livonia	Troy	WesternCanadian	Razorback	SiliconValley	Colorado	Hawaii	Midwest	Crossroads	PineTree	LasVegas	LongIsland	Spokane	Bedford	BridgewaterRaritan	Chesapeake	MichiganState	MidAtlanticRegion
																																																																																								
2	Yeruham, D Israel	Rotem Industries Ltd. / Rashi foundation / Israeli Ministry of Science / Perrigo / The New Yeruham Foundation & Yeruham Science Center & Ort Sapir Yeruham & Belevav Shalem & Kama & Lehman	The Y Team	3211	1407	11.7	Galileo			31.6538728671559																					11.7032190885557																																																									
2	Detroit, MI USA	The General Motors Foundation & Central Collegiate Academy	Central	4758	1408	11.6950626373291																																		11.6950627869267																																10.868896015743																
1	Pine River, MN USA	Pentair & Pine River-Backus High School	Backwoods Engineers	3294	1409	11.7																		11.6819499704712																																																																
2	Madison, WI USA	GE Volunteers / Isthmus Engineering & Manufacturing / Electronic Theatre Controls / IEEE / Helical Robotics / Madison College / Speed Cycling / Best Buy Foundation & Madison Metropolitan School District High Schools	BadgerBOTS	1306	1410	11.7	Curie		0.2747696434937																																													11.6792733038693																																		
1	Brownsville, TX USA	University of Texas at Brownsville in partnership with Texas Southmost College & Brownsville Early College High School	Roboscorpions	2833	1411	11.7																																																															11.6505976434496																			
1	Washington, DC USA	NAVSEA/Accenture/Institute for Electrical and Electronic Engineers & KIPP DC	Robopanthers	2964	1412	11.6																																																								11.5861281909567																										
1	Redwood Falls, MN USA	Redwood Valley High School	Cardinals	4741	1413	11.560375213623																		11.5603748379709																																																																
1	Newport, OR USA	M.J. Murdock Charitable Trust/Georgia-Pacific/Confederated Tribes of Siletz Indians/Figaro's Pizza & Newport High School	YAK Attack	2192	1414	11.6																				11.5542733759991																																																														
1	New Orleans, LA USA	NASA/Lockheed/Algiers Charter Schools Association/ITT Technical Institute/Tulane University/New Orleans Public Schools/Blast Foundation & EDNA KARR HIGH SCHOOL	Gearheadz	2242	1415	11.5																																										11.5300849565004																																								
2	San Diego, CA USA	NDEP / Teradata / ViaSat / BAE Systems / Northrop Grumman Corp. / Nextivity / Qualcomm / National Defense Education Program & Rancho Bernardo High School	Team Pedestrian	2658	1416	11.5															-0.8055982201174																																							11.5143676985064																												
1	Mandeville , LA USA	Fontainebleau High School	FHS Robodawgs	2221	1417	11.5																																										11.4973333737348																																								
1	Austin, TX USA	3M/Space Adventures/National Instruments/LASA Robotics Association & Liberal Arts & Science Academy High School	Purple Haze	418	1418	11.5																					11.4916879694517																																																													
1	Overland Park, KS USA	RTE Technologies, Inc. & Shawnee Mission West High School	Viking Robotics	1777	1419	11.5																													11.491027209118																																																					
1	Sanford, ME USA	NDEP/Portsmouth Naval Shipyard/Caron Engineering/Fairchild Semiconductor & Sanford Regional Technical Center	Team Boss	3451	1420	11.5																																																																										11.4765171661576								
1	Casper, WY USA	Casper College/Automation Electronics/jcpenney & Kelly Walsh High School	WYOHAZARD	1303	1421	11.5																																																																						11.4685113707158												
1	Rancho Cucamonga, CA USA	Los Osos High School	Temp	4736	1422	11.4381647109985																																																						11.4381647712904																												
2	Flemington, NJ USA	Bell Labs / jcpenney / Flemington Car & Truck Country & Hunterdon Central Regional High School	The Daleks	3637	1423	11.4																																				2.473474797917																																											11.4308526824513			
1	Temecula, CA USA	Abbott Vascular/jcpenney & River Springs Charter School	Cyborg Zombies	3470	1424	11.4																																																						11.4200847870778																												
1	Jefferson, GA USA	jcpenney & Barrow-Jackson 4-H	WD4H	4189	1425	11.4																											11.3588016764322																																																							
1	St. Paul, MN USA	CRAY Inc./jcpenney & St. Paul Preparatory	The TerraBots	3765	1426	11.3																																																										11.3359110204593																								
2	DETROIT, MI USA	Ford Motor Company-Team Ford First/FIRST in Michigan/MEZ- University of Michigan/Diallo,Cromer,Toussaint,Posey&Polk,P.L.L.C & Renaissance High School	PHOENIX PHENOMS	2224	1427	11.3																																		0.6283003533909																																11.3241799644429																
1	Seymour, TN USA	jcpenney & Seymour High School	Eagletrons	3675	1428	11.3																																																														11.2892214982894																				
2	Sherman Oaks, CA USA	Google Community Grants Fund of Tides Foundation/Wagner Engineering & Survey, Inc. & Notre Dame High School	RoboKnights	3120	1429	11.3																																									7.455830197813																																		11.2523600103745							
2	Des Moines, IA USA	NASA / John Deere / Des Moines Area Community College (DMACC) / John Deere Des Moines Works / PTC / Ankeny Schools Foundation / DMB Supply Inc. / State Steel & Des Moines Metro area schools	Team ASAP (As Sketchy as Possible)	4646	1430	11.2	Curie		14.4199628421007																											11.2297742874668																																																				
2	Detroit, MI USA	GM R&D Engineering Operations/Booz | Allen | Hamilton/BAE Systems/Michigan Engineering Zone (MEZ)/Sanyo Machine America Corp./DTE Energy Foundation/Detroit Public Schools & East English Village Preparatory Academy	The Village Bulldogs	3096	1431	11.2																																		11.2134862175086																															10.8612417711534																	
1	Spirit Lake, ID USA	JC Pennys/NIDA/TradeMarc Premium Sign & Display & Timberlake High School	Mountaineers	3315	1432	11.2																																																																													11.1981549633328					
1	Woodinville, WA USA	Woodinville High School	Falcons	4542	1433	11.2																																																																11.1953612228502																		
1	Baudette, MN USA	Medtronics & Lake of the Woods School	Bears	3290	1434	11.2																																																											11.1909540036758																							
2	Burnsville, MN USA	CapEx Outsource / Best Buy / Goodrich / Fuller Sales / VoiceNet Technologies & Burnsville High School	Blaze Robotics	3184	1435	11.2																			5.6784698899947																																							11.1839959067843																								
2	Detroit, MI USA	Southeastern High School of Technology	Jungaleers	4851	1436	11.1814651489258																																		7.5780458811248																																11.1814650639688																
1	Long Lake, MN USA	Orono High School	Spartans	4687	1437	11.1772584915161																																																											11.177258157864																							
1	Brooklyn, NY USA	Credit Suisse & Xaverian High School & Bishop Kearney High School	The Brooklyn Blacksmiths	806	1438	11.2																						11.1709904000708																																																												
1	New Stanton, PA USA	Central Westmoreland CTC/jcpenney/Westmoreland County Community College & CWCTC	CWCTC CYBORGS	3511	1439	11.2																																11.1633376348309																																																		
1	Westborough, MA USA	NASA / jcpenney / Westborough Education Foundation / F5 Networks, Inc. / Tufts University Cummings School & Westborough High School	Redshift	4048	1440	11.1																																											11.1431309676617																																							
